cust_id,name,phone,address,city,province
987,PT Mayasari,(0750) 626-4215,Jl. Cikutra Timur No. 39,Bogor,Jawa Barat
988,PD Kurniawan,+62-646-350-3403,Gang Pasir Koja No. 8,Jakarta Timur,Jakarta
989,Perum Yuliarti (Persero) Tbk,0834521656,Gang Ir. H. Djuanda No. 16,Tangerang Selatan,Banten
990,PT Wastuti Padmasari (Persero) Tbk,(0599) 834-6327,Gg. Ahmad Dahlan No. 8,Jakarta Timur,Jakarta
991,PD Yuniar Farida,+62 (0365) 906 7565,Gang Rajawali Barat No. 8,Bekasi,Jawa Barat
992,PT Tampubolon Iswahyudi,+62-775-442-0297,Jl. Raya Setiabudhi No. 741,Tangerang Selatan,Banten
993,PD Hakim Simbolon,0863612423,Jalan Raya Setiabudhi No. 51,Bogor,Jawa Barat
994,PT Halim Tbk,+62 (0760) 558 2421,Gang Medokan Ayu No. 131,Jakarta Utara,Jakarta
995,CV Mulyani,+62 (054) 203-3965,Jalan Surapati No. 4,Jakarta Selatan,Jakarta
996,Perum Andriani Yuniar,085 463 4021,Gg. Moch. Toha No. 2,Jakarta Utara,Jakarta
997,PD Puspasari (Persero) Tbk,+62 (39) 078-2523,Gang Indragiri No. 9,Jakarta Selatan,Jakarta
998,PT Nababan Hutapea,(063) 297 2763,Jl. Rajawali Timur No. 3,Depok,Jawa Barat
999,Perum Rahayu,+62 (32) 147-3200,Gg. Pasirkoja No. 19,Bogor,Jawa Barat
1000,Perum Sitorus Maryadi,+62-756-211-9195,Jl. Raya Ujungberung No. 30,Jakarta Barat,Jakarta
